label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
open_palm,0.48334,0.75065,0.42261,0.69657,0.37557,0.62182,0.34661,0.55708,0.31572,0.51301,0.43741,0.48753,0.41597,0.39287,0.40504,0.33375,0.39601,0.28055,0.48265,0.48012,0.47893,0.36804,0.47636,0.29937,0.47274,0.24281,0.523,0.50381,0.53181,0.4037,0.53469,0.33809,0.53427,0.27976,0.55792,0.54908,0.58261,0.49204,0.59611,0.45228,0.60432,0.41275
open_palm,0.48176,0.75039,0.42075,0.69345,0.37449,0.61679,0.34686,0.5526,0.31703,0.50825,0.43841,0.48549,0.41789,0.39061,0.40731,0.33169,0.39783,0.27903,0.48348,0.47882,0.48023,0.36756,0.47623,0.29848,0.47025,0.24115,0.52355,0.50309,0.53226,0.40181,0.53499,0.33543,0.53444,0.27679,0.55794,0.54929,0.5825,0.49171,0.59631,0.45114,0.60521,0.41131
open_palm,0.48097,0.7509,0.42009,0.69261,0.37369,0.61626,0.34576,0.55133,0.31549,0.50649,0.43818,0.48505,0.41698,0.38894,0.40654,0.32999,0.39798,0.2768,0.48345,0.47787,0.48,0.36644,0.47696,0.29652,0.47196,0.23871,0.52343,0.50159,0.53208,0.3999,0.5354,0.33323,0.53535,0.27465,0.55844,0.54742,0.58341,0.49116,0.59752,0.45091,0.60641,0.411
open_palm,0.48062,0.74819,0.41882,0.6911,0.37232,0.61417,0.34376,0.54844,0.3126,0.5046,0.43603,0.4824,0.41483,0.38686,0.4044,0.32785,0.39557,0.27468,0.48129,0.47482,0.47785,0.3635,0.47417,0.29434,0.46828,0.23705,0.52149,0.49856,0.53073,0.3965,0.53365,0.33072,0.53301,0.27228,0.55628,0.5445,0.58195,0.4873,0.59642,0.4465,0.60568,0.40572
open_palm,0.4804,0.74974,0.41912,0.69337,0.37008,0.61988,0.33875,0.55491,0.30655,0.51062,0.43349,0.48375,0.41001,0.3873,0.39801,0.32781,0.38852,0.27436,0.47939,0.47485,0.47501,0.36301,0.471,0.29302,0.46487,0.23546,0.52083,0.49772,0.52961,0.39527,0.53298,0.32947,0.53265,0.27187,0.55706,0.5431,0.58286,0.48628,0.5977,0.44621,0.60715,0.40665
open_palm,0.48168,0.75269,0.41928,0.69692,0.37027,0.62275,0.33833,0.55738,0.30503,0.51379,0.43322,0.48606,0.40954,0.39014,0.39729,0.33082,0.38712,0.27778,0.47927,0.47667,0.47469,0.36431,0.4705,0.29445,0.46407,0.23748,0.52081,0.49969,0.52968,0.39743,0.53265,0.33201,0.53185,0.2747,0.5568,0.54549,0.58241,0.48861,0.59711,0.44832,0.60664,0.40855
open_palm,0.4808,0.75527,0.41853,0.69848,0.36958,0.6231,0.33762,0.55812,0.30292,0.5154,0.43291,0.48917,0.40869,0.39297,0.39649,0.33357,0.38672,0.27961,0.47927,0.48046,0.47445,0.3681,0.4704,0.29813,0.46461,0.2402,0.52082,0.50384,0.52923,0.40238,0.53218,0.3357,0.53177,0.27707,0.55707,0.54953,0.58219,0.49246,0.59695,0.45232,0.60663,0.4126
open_palm,0.4806,0.75589,0.41858,0.70085,0.36935,0.62629,0.33785,0.56084,0.30458,0.51834,0.43236,0.49159,0.40904,0.39525,0.39731,0.3354,0.38762,0.28179,0.47842,0.48291,0.47349,0.37053,0.46886,0.3009,0.46255,0.24384,0.52016,0.506,0.52879,0.40327,0.53174,0.33737,0.53153,0.27969,0.5563,0.55158,0.58072,0.49289,0.59473,0.45213,0.60397,0.41231
open_palm,0.4768,0.75867,0.41508,0.70484,0.36619,0.633,0.33377,0.56773,0.30037,0.52373,0.42606,0.49586,0.40178,0.40006,0.38981,0.33956,0.38039,0.28583,0.4722,0.48667,0.46724,0.3749,0.46402,0.30601,0.45977,0.24977,0.51415,0.50904,0.52186,0.409,0.52525,0.34383,0.52558,0.28666,0.55092,0.55354,0.57483,0.49573,0.58854,0.45581,0.59783,0.41691
open_palm,0.47412,0.76529,0.4128,0.71012,0.36377,0.63708,0.33198,0.57111,0.29887,0.52596,0.42504,0.50264,0.40139,0.40659,0.38933,0.34535,0.37964,0.29082,0.47117,0.4932,0.466,0.38011,0.4619,0.31041,0.45697,0.25326,0.51302,0.5158,0.52113,0.41369,0.52457,0.34775,0.52512,0.28995,0.54952,0.56085,0.57397,0.50157,0.58814,0.46047,0.59779,0.42043
open_palm,0.47278,0.77128,0.41143,0.71653,0.36261,0.64235,0.33177,0.57741,0.29877,0.53357,0.42513,0.50732,0.4009,0.41137,0.38872,0.35066,0.37892,0.29647,0.47154,0.49847,0.4663,0.38593,0.46198,0.31601,0.4563,0.25813,0.5134,0.52152,0.52164,0.41968,0.52446,0.35322,0.52422,0.29433,0.54994,0.56695,0.57519,0.5099,0.58966,0.4696,0.59916,0.42931
open_palm,0.47219,0.78107,0.41033,0.72498,0.36201,0.65063,0.33103,0.58467,0.29737,0.54151,0.42475,0.51629,0.40176,0.42031,0.3902,0.36036,0.3812,0.30718,0.47081,0.50723,0.46629,0.39405,0.46207,0.3237,0.4565,0.26632,0.51263,0.52967,0.52156,0.42775,0.5249,0.36167,0.52499,0.30403,0.54935,0.57445,0.57423,0.51651,0.5887,0.47644,0.59831,0.43744
open_palm,0.47047,0.78967,0.40935,0.73458,0.36075,0.66043,0.33006,0.59435,0.29715,0.54873,0.42385,0.52497,0.40041,0.42832,0.38846,0.36759,0.37911,0.31388,0.4705,0.51618,0.4661,0.40302,0.46205,0.33307,0.45661,0.27605,0.51262,0.53925,0.52142,0.43672,0.52464,0.37105,0.52448,0.31349,0.5492,0.58493,0.57482,0.52784,0.58927,0.48781,0.59857,0.4484
open_palm,0.46903,0.79991,0.40865,0.74446,0.36087,0.67119,0.32968,0.60667,0.29588,0.56211,0.42276,0.53517,0.39896,0.43949,0.38656,0.37888,0.37631,0.32482,0.46896,0.52606,0.46468,0.41415,0.4599,0.34402,0.45395,0.28586,0.51053,0.54918,0.5191,0.44618,0.52261,0.37924,0.52295,0.32035,0.54668,0.59557,0.57284,0.54004,0.58744,0.50078,0.59608,0.46175
open_palm,0.46702,0.81109,0.40633,0.75582,0.35826,0.68152,0.32603,0.61672,0.29189,0.57355,0.4191,0.54509,0.39605,0.44686,0.38475,0.38513,0.37616,0.33075,0.4656,0.53613,0.46208,0.42236,0.46023,0.35256,0.45789,0.29533,0.50752,0.55947,0.51696,0.45732,0.52213,0.3917,0.52409,0.33485,0.54414,0.60573,0.56962,0.54691,0.58376,0.50668,0.5929,0.46757
open_palm,0.45003,0.85656,0.38715,0.80204,0.33876,0.73089,0.30562,0.66605,0.27209,0.62104,0.40004,0.59256,0.3772,0.49186,0.36593,0.42878,0.35784,0.37473,0.44715,0.58316,0.44316,0.47069,0.44017,0.39741,0.4369,0.33709,0.48934,0.60571,0.49772,0.50565,0.50266,0.43785,0.50483,0.37998,0.52587,0.65081,0.5517,0.59439,0.56572,0.55474,0.5748,0.51745
open_palm,0.4444,0.86931,0.38193,0.81428,0.3337,0.7426,0.30133,0.67729,0.26739,0.63241,0.39609,0.6028,0.3724,0.50396,0.36032,0.44187,0.35147,0.38754,0.44299,0.59384,0.43939,0.48116,0.43641,0.40903,0.43291,0.35,0.48489,0.61785,0.49391,0.51583,0.49859,0.44814,0.5001,0.39041,0.52097,0.66533,0.54727,0.60715,0.56136,0.5663,0.57004,0.52755
open_palm,0.44161,0.87703,0.37733,0.82362,0.32953,0.7524,0.29711,0.6875,0.2636,0.64251,0.39179,0.61526,0.37017,0.51546,0.35878,0.45266,0.35033,0.39799,0.43843,0.60676,0.43457,0.49475,0.4317,0.42094,0.42873,0.35931,0.48017,0.63001,0.4902,0.53109,0.49531,0.46346,0.49724,0.40498,0.51649,0.67507,0.54412,0.6175,0.55868,0.57629,0.56804,0.53738
open_palm,0.43794,0.88725,0.37299,0.83421,0.32557,0.76329,0.29417,0.69841,0.26067,0.65244,0.38797,0.62572,0.36673,0.52554,0.35508,0.46292,0.34614,0.40826,0.43464,0.61774,0.43179,0.50597,0.42886,0.43236,0.42552,0.37075,0.47621,0.64125,0.48651,0.54231,0.49148,0.47457,0.49311,0.41619,0.51218,0.68672,0.53995,0.62931,0.55446,0.58809,0.56346,0.54931
open_palm,0.42495,0.9161,0.35773,0.86445,0.30918,0.796,0.27653,0.73146,0.24102,0.68783,0.37155,0.65699,0.34913,0.55875,0.3361,0.49511,0.327,0.43915,0.41941,0.64825,0.41373,0.53776,0.41048,0.46436,0.4086,0.40109,0.46123,0.67245,0.47047,0.57391,0.47456,0.50676,0.47658,0.44701,0.49701,0.71905,0.52283,0.66123,0.53583,0.61999,0.54501,0.58074
open_palm,0.42284,0.91969,0.35474,0.86887,0.30653,0.80203,0.27235,0.73536,0.23558,0.68885,0.3669,0.6631,0.34449,0.56555,0.33214,0.50147,0.32378,0.44388,0.41506,0.6528,0.40945,0.54341,0.40687,0.46995,0.40518,0.40509,0.45698,0.67509,0.46578,0.57802,0.47088,0.51111,0.47319,0.45016,0.4929,0.71976,0.51902,0.66337,0.53226,0.62346,0.54094,0.58464
open_palm,0.41872,0.91824,0.35155,0.86735,0.30281,0.79797,0.27018,0.7331,0.23401,0.6877,0.36531,0.66329,0.34252,0.56494,0.33009,0.50212,0.32106,0.44612,0.41241,0.65535,0.40736,0.54408,0.40466,0.47027,0.40296,0.40639,0.4538,0.6794,0.46311,0.58087,0.46792,0.51349,0.46989,0.45365,0.48989,0.72524,0.51631,0.66653,0.52954,0.62508,0.53758,0.58522
open_palm,0.41955,0.91904,0.35141,0.86555,0.30295,0.79743,0.27123,0.73233,0.23628,0.68499,0.36629,0.66323,0.34364,0.56455,0.33122,0.50193,0.32231,0.44584,0.41322,0.65552,0.40747,0.54476,0.40476,0.47037,0.40301,0.40686,0.45345,0.67961,0.46326,0.58156,0.46779,0.51383,0.46955,0.45414,0.48878,0.72511,0.51484,0.66764,0.5275,0.62602,0.53587,0.58578
open_palm,0.41931,0.92102,0.35209,0.86538,0.30561,0.79324,0.27528,0.72746,0.24127,0.68158,0.36794,0.66072,0.34711,0.56255,0.33551,0.50036,0.32683,0.4447,0.4151,0.65423,0.40994,0.5441,0.40726,0.47072,0.40532,0.40731,0.45524,0.67929,0.46516,0.5821,0.46954,0.51419,0.47119,0.45317,0.48983,0.7259,0.51585,0.66946,0.52851,0.62765,0.53664,0.58647
open_palm,0.41967,0.91682,0.35426,0.86147,0.30907,0.78686,0.28039,0.7227,0.24791,0.67794,0.37283,0.65773,0.35317,0.5603,0.34206,0.49801,0.33395,0.44322,0.41875,0.65265,0.41489,0.54287,0.41246,0.46948,0.411,0.40686,0.45849,0.67857,0.46918,0.58104,0.47378,0.51356,0.47622,0.45306,0.49204,0.72649,0.51803,0.66863,0.53061,0.62663,0.53866,0.58566
open_palm,0.4183,0.91386,0.35718,0.85677,0.31454,0.78108,0.28772,0.71793,0.25797,0.67267,0.37734,0.65328,0.35992,0.55627,0.3494,0.49483,0.34123,0.44141,0.42233,0.6501,0.42071,0.54064,0.4186,0.46853,0.41661,0.40739,0.46111,0.67746,0.4738,0.57999,0.47956,0.51242,0.48253,0.45251,0.49288,0.72646,0.52042,0.67099,0.53458,0.62981,0.5439,0.59003
open_palm,0.43229,0.89621,0.38183,0.81994,0.36607,0.73762,0.35669,0.6826,0.3456,0.63454,0.42169,0.63577,0.42054,0.53784,0.41769,0.47573,0.41392,0.42616,0.45139,0.64992,0.46322,0.53519,0.46792,0.45892,0.47059,0.39581,0.47208,0.68376,0.49473,0.58199,0.50201,0.50966,0.5048,0.44803,0.48501,0.73181,0.5142,0.67453,0.52702,0.62959,0.53192,0.58622
open_palm,0.43723,0.90476,0.39079,0.81242,0.38134,0.73541,0.37259,0.68415,0.36376,0.63273,0.43239,0.62774,0.43673,0.53596,0.43417,0.4746,0.43107,0.4236,0.45692,0.64688,0.47465,0.53351,0.47916,0.45779,0.48254,0.39264,0.47285,0.68066,0.49737,0.58201,0.50438,0.51054,0.5067,0.45043,0.48269,0.72703,0.51259,0.66777,0.5246,0.62144,0.52888,0.57997
open_palm,0.44125,0.90999,0.39822,0.81062,0.39312,0.73273,0.38717,0.68107,0.37978,0.62883,0.4423,0.62397,0.44819,0.53453,0.44572,0.47626,0.44156,0.42662,0.46316,0.64271,0.48539,0.52871,0.48971,0.45655,0.4926,0.39101,0.47568,0.6755,0.50499,0.57624,0.51175,0.51091,0.5125,0.45502,0.48227,0.72103,0.51328,0.6634,0.52407,0.61703,0.52698,0.57483
open_palm,0.44609,0.90324,0.40249,0.80535,0.39849,0.7271,0.39359,0.67531,0.38929,0.62874,0.44983,0.62174,0.45638,0.53079,0.45356,0.47428,0.44945,0.42528,0.46911,0.63819,0.49164,0.52351,0.49583,0.45242,0.49936,0.38754,0.48025,0.66965,0.51054,0.56797,0.51499,0.50255,0.5132,0.44762,0.48576,0.71398,0.51723,0.65274,0.52576,0.60594,0.52586,0.56422
open_palm,0.45113,0.8967,0.40562,0.79236,0.40218,0.71839,0.39634,0.66865,0.39584,0.61751,0.45733,0.61216,0.46422,0.52328,0.46163,0.46618,0.45655,0.41643,0.47595,0.63213,0.49818,0.51971,0.50249,0.44756,0.50516,0.38168,0.48628,0.6662,0.5154,0.5672,0.52048,0.50001,0.51914,0.4432,0.48978,0.7121,0.52043,0.65075,0.53039,0.6022,0.53266,0.55893
open_palm,0.45609,0.89409,0.41235,0.78848,0.40858,0.71684,0.40268,0.66673,0.39817,0.61398,0.46247,0.61016,0.46896,0.5228,0.46484,0.46299,0.45829,0.41332,0.48047,0.63312,0.50107,0.51912,0.50591,0.44417,0.50857,0.3773,0.4901,0.668,0.51571,0.56939,0.52347,0.4991,0.52537,0.43971,0.49357,0.71187,0.52165,0.6497,0.533,0.59855,0.53715,0.55406
open_palm,0.45779,0.88161,0.41467,0.77792,0.41124,0.71013,0.40694,0.6604,0.40573,0.60988,0.46596,0.60724,0.47058,0.52012,0.46736,0.46042,0.46225,0.41188,0.48403,0.62905,0.50421,0.51556,0.50928,0.43971,0.51178,0.37223,0.49364,0.66196,0.51833,0.56444,0.52546,0.49407,0.52681,0.43476,0.49714,0.70327,0.52237,0.64432,0.53108,0.59488,0.53337,0.55235
open_palm,0.46004,0.87586,0.41889,0.7702,0.41579,0.70618,0.41173,0.65943,0.4114,0.61065,0.47009,0.60178,0.4718,0.51619,0.47066,0.45677,0.46884,0.40776,0.48808,0.62305,0.50795,0.51183,0.51446,0.43627,0.51881,0.36931,0.49702,0.65427,0.52036,0.55862,0.5255,0.4862,0.52538,0.42727,0.49924,0.69384,0.52384,0.63371,0.53018,0.58367,0.53004,0.54334
open_palm,0.46532,0.86784,0.42344,0.76585,0.42007,0.70167,0.41699,0.65522,0.41666,0.60562,0.47399,0.59727,0.47578,0.51356,0.47467,0.45357,0.47282,0.40585,0.49152,0.6172,0.51114,0.50778,0.51696,0.43259,0.52141,0.36703,0.50078,0.64672,0.52387,0.55065,0.52874,0.47613,0.52882,0.41743,0.50303,0.68494,0.52606,0.62339,0.53195,0.57379,0.53249,0.53512
open_palm,0.46546,0.86598,0.42576,0.76126,0.42243,0.69693,0.41922,0.65057,0.42158,0.60363,0.47588,0.594,0.47842,0.50952,0.47762,0.45093,0.47622,0.40334,0.49247,0.61447,0.51377,0.50262,0.52081,0.42702,0.52579,0.36059,0.501,0.64398,0.52344,0.54689,0.52942,0.473,0.5301,0.41407,0.50277,0.68175,0.52647,0.6191,0.53394,0.56819,0.53551,0.5275
open_palm,0.46555,0.85267,0.42486,0.75363,0.42171,0.69016,0.41998,0.64556,0.42114,0.59609,0.47874,0.58877,0.48167,0.50693,0.48101,0.44644,0.47882,0.39912,0.49661,0.60707,0.51627,0.49887,0.52296,0.42237,0.52721,0.35746,0.50537,0.6361,0.52717,0.5404,0.53247,0.46675,0.53285,0.40835,0.50555,0.67515,0.53108,0.61189,0.53828,0.56279,0.53871,0.52384
open_palm,0.47076,0.85227,0.42979,0.75202,0.42522,0.68999,0.42226,0.64569,0.42286,0.59424,0.47896,0.58479,0.4815,0.50203,0.4819,0.44268,0.48176,0.39579,0.49727,0.60289,0.51734,0.49366,0.52439,0.41857,0.5291,0.354,0.5071,0.63184,0.5287,0.53673,0.53397,0.46471,0.53449,0.40712,0.5087,0.67119,0.53078,0.60711,0.5374,0.55694,0.53844,0.51701
open_palm,0.47072,0.85224,0.43011,0.74917,0.42643,0.68725,0.42403,0.64153,0.42449,0.59398,0.48039,0.58362,0.48197,0.50011,0.48208,0.44038,0.48212,0.39327,0.49736,0.60123,0.51654,0.49062,0.52387,0.41675,0.53019,0.35207,0.50661,0.62888,0.52601,0.53441,0.53209,0.46346,0.53417,0.40633,0.509,0.66642,0.52969,0.60166,0.53547,0.55206,0.53594,0.51291
open_palm,0.47242,0.8531,0.4331,0.74705,0.42791,0.68578,0.42435,0.63986,0.42628,0.59128,0.47959,0.58222,0.48143,0.49799,0.48241,0.43922,0.48363,0.39245,0.49655,0.59947,0.51748,0.48717,0.52537,0.41466,0.53047,0.35116,0.50646,0.62771,0.52436,0.53194,0.529,0.46201,0.52916,0.40491,0.50982,0.6665,0.52931,0.60184,0.53512,0.55101,0.53583,0.50923
open_palm,0.47357,0.85107,0.43375,0.74679,0.42895,0.68426,0.42542,0.63725,0.42642,0.58993,0.4807,0.57941,0.48149,0.49541,0.4814,0.43796,0.48158,0.39297,0.49739,0.59694,0.51799,0.48315,0.52536,0.41102,0.5299,0.34841,0.50666,0.62504,0.52417,0.52826,0.52792,0.4575,0.52723,0.40072,0.50913,0.66283,0.52682,0.59865,0.53176,0.54785,0.53166,0.50663
open_palm,0.47412,0.84648,0.43264,0.74461,0.42846,0.68114,0.42482,0.63533,0.42716,0.59005,0.47789,0.57722,0.48129,0.49407,0.48211,0.4357,0.48217,0.38864,0.49403,0.59607,0.51361,0.48515,0.52176,0.41142,0.52717,0.34647,0.50331,0.62437,0.5237,0.53146,0.53044,0.4625,0.53175,0.40505,0.5061,0.66216,0.52631,0.59842,0.53327,0.5481,0.5346,0.50641
open_palm,0.47223,0.84291,0.43275,0.74326,0.42907,0.67962,0.42699,0.63417,0.42768,0.58687,0.47892,0.57745,0.48222,0.49415,0.48301,0.43532,0.48342,0.38869,0.49588,0.59456,0.51505,0.48361,0.52272,0.40816,0.52674,0.34376,0.50513,0.62236,0.52477,0.52712,0.52979,0.45675,0.52969,0.40006,0.50728,0.66062,0.52727,0.59617,0.5331,0.54495,0.53344,0.50291
open_palm,0.4709,0.84118,0.42864,0.74424,0.42236,0.68228,0.42108,0.63697,0.42357,0.58713,0.4777,0.58075,0.48022,0.49514,0.47957,0.43517,0.48001,0.39081,0.49694,0.5937,0.51554,0.48229,0.52185,0.40741,0.52743,0.34522,0.50807,0.6176,0.52784,0.51804,0.53236,0.44721,0.53307,0.3939,0.51271,0.65214,0.53415,0.58633,0.53938,0.53797,0.53937,0.50147
open_palm,0.46884,0.84123,0.42651,0.74372,0.42021,0.6821,0.41787,0.63758,0.41842,0.58627,0.47717,0.5768,0.47926,0.4936,0.47811,0.43436,0.47642,0.38864,0.49686,0.59293,0.51614,0.48464,0.52275,0.40964,0.52732,0.34567,0.50777,0.62011,0.52952,0.52396,0.53601,0.45164,0.53768,0.3938,0.51137,0.65787,0.53623,0.59454,0.54402,0.54707,0.54609,0.50836
open_palm,0.46928,0.84679,0.42493,0.74566,0.41769,0.68199,0.41321,0.63477,0.41472,0.58542,0.47803,0.57903,0.47866,0.4923,0.47686,0.43341,0.47532,0.38757,0.49762,0.59495,0.51767,0.48274,0.52409,0.40805,0.5293,0.34368,0.50781,0.62136,0.53004,0.52357,0.53517,0.44975,0.53531,0.39147,0.5108,0.65697,0.53671,0.59638,0.5451,0.55018,0.54788,0.51348
open_palm,0.46814,0.84424,0.42243,0.74486,0.41441,0.68095,0.41002,0.63462,0.41256,0.58519,0.47647,0.57826,0.47643,0.4928,0.47478,0.43329,0.47385,0.38785,0.49832,0.59293,0.51688,0.48464,0.52319,0.40949,0.53066,0.34579,0.51084,0.61715,0.53376,0.51881,0.53857,0.44251,0.53998,0.3845,0.51584,0.6502,0.54155,0.5867,0.54904,0.54369,0.5516,0.51313
open_palm,0.46256,0.8475,0.41593,0.75763,0.40597,0.68508,0.40184,0.63523,0.40064,0.58735,0.46732,0.58019,0.46973,0.48954,0.46922,0.43126,0.47006,0.38449,0.49301,0.59431,0.51481,0.48478,0.52227,0.41061,0.52942,0.34883,0.50831,0.62199,0.53619,0.52215,0.54088,0.44766,0.54139,0.38862,0.51712,0.66269,0.55001,0.60089,0.55998,0.55473,0.56194,0.51538
open_palm,0.46167,0.83609,0.41607,0.76567,0.39913,0.68416,0.39426,0.63253,0.38714,0.59561,0.46039,0.57289,0.4613,0.48503,0.46225,0.42856,0.46348,0.38306,0.4912,0.57976,0.50871,0.47831,0.51767,0.40714,0.52371,0.351,0.51332,0.6074,0.53745,0.51562,0.54663,0.44667,0.54967,0.39086,0.52871,0.65186,0.55772,0.6019,0.57058,0.5597,0.57646,0.5193
